2023-11-13 16:52:16,271 DEBUG   HandlerThread:22444 [system_monitor.py:probe():223] {'os': 'Linux-5.4.258-1.el7.elrepo.x86_64-x86_64-with-glibc2.2.5', 'python': '3.8.4', 'heartbeatAt': '2023-11-13T15:52:16.207852', 'startedAt': '2023-11-13T15:52:15.316114', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/work3/s204148/DL02456_DDPM/DDPM.py', 'codePathLocal': 'DDPM.py', 'codePath': 'DDPM.py', 'git': {'remote': 'https://github.com/JasminThari/DL02456_DDPM.git', 'commit': '2d12e0c3612c11f8f2ad620109ec21185d499b71'}, 'email': 'dr.rawstone@outlook.com', 'root': '/work3/s204148/DL02456_DDPM', 'host': 'n-62-12-19', 'username': 's204148', 'executable': '/work3/s204148/DL02456_DDPM/venv3/bin/python', 'cpu_count': 32, 'cpu_count_logical': 32, 'cpu_freq': {'current': 1752.2082187499998, 'min': 1200.0, 'max': 2900.0}, 'cpu_freq_per_core': [{'current': 1200.004, 'min': 1200.0, 'max': 2900.0}, {'current': 2899.999, 'min': 1200.0, 'max': 2900.0}, {'current': 1200.007, 'min': 1200.0, 'max': 2900.0}, {'current': 2899.999, 'min': 1200.0, 'max': 2900.0}, {'current': 1200.285, 'min': 1200.0, 'max': 2900.0}, {'current': 1200.668, 'min': 1200.0, 'max': 2900.0}, {'current': 1199.81, 'min': 1200.0, 'max': 2900.0}, {'current': 1851.551, 'min': 1200.0, 'max': 2900.0}, {'current': 1199.985, 'min': 1200.0, 'max': 2900.0}, {'current': 2899.779, 'min': 1200.0, 'max': 2900.0}, {'current': 1863.194, 'min': 1200.0, 'max': 2900.0}, {'current': 1563.798, 'min': 1200.0, 'max': 2900.0}, {'current': 1200.664, 'min': 1200.0, 'max': 2900.0}, {'current': 2596.42, 'min': 1200.0, 'max': 2900.0}, {'current': 1200.064, 'min': 1200.0, 'max': 2900.0}, {'current': 2900.001, 'min': 1200.0, 'max': 2900.0}, {'current': 1200.008, 'min': 1200.0, 'max': 2900.0}, {'current': 1217.351, 'min': 1200.0, 'max': 2900.0}, {'current': 1970.974, 'min': 1200.0, 'max': 2900.0}, {'current': 1626.956, 'min': 1200.0, 'max': 2900.0}, {'current': 1374.063, 'min': 1200.0, 'max': 2900.0}, {'current': 2899.999, 'min': 1200.0, 'max': 2900.0}, {'current': 2073.132, 'min': 1200.0, 'max': 2900.0}, {'current': 2800.058, 'min': 1200.0, 'max': 2900.0}, {'current': 2900.0, 'min': 1200.0, 'max': 2900.0}, {'current': 2502.695, 'min': 1200.0, 'max': 2900.0}, {'current': 2852.958, 'min': 1200.0, 'max': 2900.0}, {'current': 1252.301, 'min': 1200.0, 'max': 2900.0}, {'current': 2753.503, 'min': 1200.0, 'max': 2900.0}, {'current': 2900.001, 'min': 1200.0, 'max': 2900.0}, {'current': 1665.978, 'min': 1200.0, 'max': 2900.0}, {'current': 1470.237, 'min': 1200.0, 'max': 2900.0}], 'disk': {'/': {'total': 71.9168586730957, 'used': 7.182090759277344}}, 'gpu': 'NVIDIA A100-PCIE-40GB', 'gpu_count': 2, 'gpu_devices': [{'name': 'NVIDIA A100-PCIE-40GB', 'memory_total': 42949672960}, {'name': 'NVIDIA A100-PCIE-40GB', 'memory_total': 42949672960}], 'memory': {'total': 755.5554542541504}}
2023-11-13 16:52:16,271 INFO    HandlerThread:22444 [system_monitor.py:probe():224] Finished collecting system info
2023-11-13 16:52:16,272 INFO    HandlerThread:22444 [system_monitor.py:probe():227] Publishing system info
2023-11-13 16:52:16,272 DEBUG   HandlerThread:22444 [system_info.py:_save_pip():52] Saving list of pip packages installed into the current environment
2023-11-13 16:52:16,276 DEBUG   HandlerThread:22444 [system_info.py:_save_pip():68] Saving pip packages done
2023-11-13 16:52:16,301 INFO    HandlerThread:22444 [system_monitor.py:probe():229] Finished publishing system info
2023-11-13 16:52:16,340 DEBUG   SenderThread:22444 [sender.py:send():380] send: files
2023-11-13 16:52:16,341 INFO    SenderThread:22444 [sender.py:_save_file():1380] saving file wandb-metadata.json with policy now
2023-11-13 16:52:16,373 DEBUG   HandlerThread:22444 [handler.py:handle_request():146] handle_request: stop_status
2023-11-13 16:52:16,374 DEBUG   HandlerThread:22444 [handler.py:handle_request():146] handle_request: internal_messages
2023-11-13 16:52:16,376 DEBUG   SenderThread:22444 [sender.py:send_request():407] send_request: stop_status
2023-11-13 16:52:16,692 DEBUG   SenderThread:22444 [sender.py:send():380] send: telemetry
2023-11-13 16:52:16,693 DEBUG   SenderThread:22444 [sender.py:send():380] send: telemetry
2023-11-13 16:52:16,694 DEBUG   SenderThread:22444 [sender.py:send():380] send: config
2023-11-13 16:52:16,695 DEBUG   SenderThread:22444 [sender.py:send():380] send: config
2023-11-13 16:52:16,695 DEBUG   SenderThread:22444 [sender.py:send():380] send: config
2023-11-13 16:52:16,984 INFO    Thread-16 :22444 [dir_watcher.py:_on_file_created():271] file/dir created: /work3/s204148/DL02456_DDPM/wandb/run-20231113_165215-rcwstz9q/files/wandb-metadata.json
2023-11-13 16:52:16,985 INFO    Thread-16 :22444 [dir_watcher.py:_on_file_created():271] file/dir created: /work3/s204148/DL02456_DDPM/wandb/run-20231113_165215-rcwstz9q/files/requirements.txt
2023-11-13 16:52:17,142 INFO    wandb-upload_0:22444 [upload_job.py:push():131] Uploaded file /tmp/tmpv_btlzu2wandb/5h3byjji-wandb-metadata.json
2023-11-13 16:52:20,698 DEBUG   HandlerThread:22444 [handler.py:handle_request():146] handle_request: status_report
2023-11-13 16:52:25,699 DEBUG   HandlerThread:22444 [handler.py:handle_request():146] handle_request: status_report
2023-11-13 16:52:30,700 DEBUG   HandlerThread:22444 [handler.py:handle_request():146] handle_request: status_report
2023-11-13 16:52:31,362 DEBUG   HandlerThread:22444 [handler.py:handle_request():146] handle_request: stop_status
2023-11-13 16:52:31,364 DEBUG   HandlerThread:22444 [handler.py:handle_request():146] handle_request: internal_messages
2023-11-13 16:52:31,365 DEBUG   SenderThread:22444 [sender.py:send_request():407] send_request: stop_status
2023-11-13 16:52:36,601 DEBUG   HandlerThread:22444 [handler.py:handle_request():146] handle_request: status_report
2023-11-13 16:52:41,602 DEBUG   HandlerThread:22444 [handler.py:handle_request():146] handle_request: status_report
2023-11-13 16:52:46,361 DEBUG   HandlerThread:22444 [handler.py:handle_request():146] handle_request: stop_status
2023-11-13 16:52:46,365 DEBUG   HandlerThread:22444 [handler.py:handle_request():146] handle_request: internal_messages
2023-11-13 16:52:46,366 DEBUG   SenderThread:22444 [sender.py:send_request():407] send_request: stop_status
2023-11-13 16:52:46,914 DEBUG   HandlerThread:22444 [handler.py:handle_request():146] handle_request: status_report
2023-11-13 16:52:47,048 INFO    Thread-16 :22444 [dir_watcher.py:_on_file_created():271] file/dir created: /work3/s204148/DL02456_DDPM/wandb/run-20231113_165215-rcwstz9q/files/output.log
2023-11-13 16:52:48,051 INFO    Thread-16 :22444 [dir_watcher.py:_on_file_modified():288] file/dir modified: /work3/s204148/DL02456_DDPM/wandb/run-20231113_165215-rcwstz9q/files/config.yaml
2023-11-13 16:52:49,056 INFO    Thread-16 :22444 [dir_watcher.py:_on_file_modified():288] file/dir modified: /work3/s204148/DL02456_DDPM/wandb/run-20231113_165215-rcwstz9q/files/output.log
2023-11-13 16:52:52,136 DEBUG   HandlerThread:22444 [handler.py:handle_request():146] handle_request: status_report
2023-11-13 16:52:57,137 DEBUG   HandlerThread:22444 [handler.py:handle_request():146] handle_request: status_report
2023-11-13 16:53:01,361 DEBUG   HandlerThread:22444 [handler.py:handle_request():146] handle_request: stop_status
2023-11-13 16:53:01,364 DEBUG   SenderThread:22444 [sender.py:send_request():407] send_request: stop_status
2023-11-13 16:53:01,364 DEBUG   HandlerThread:22444 [handler.py:handle_request():146] handle_request: internal_messages
2023-11-13 16:53:02,594 DEBUG   HandlerThread:22444 [handler.py:handle_request():146] handle_request: status_report
2023-11-13 16:53:07,595 DEBUG   HandlerThread:22444 [handler.py:handle_request():146] handle_request: status_report
2023-11-13 16:53:12,597 DEBUG   HandlerThread:22444 [handler.py:handle_request():146] handle_request: status_report
2023-11-13 16:53:16,182 DEBUG   SystemMonitor:22444 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2023-11-13 16:53:16,189 DEBUG   SenderThread:22444 [sender.py:send():380] send: stats
2023-11-13 16:53:16,361 DEBUG   HandlerThread:22444 [handler.py:handle_request():146] handle_request: stop_status
2023-11-13 16:53:16,364 DEBUG   SenderThread:22444 [sender.py:send_request():407] send_request: stop_status
2023-11-13 16:53:16,365 DEBUG   HandlerThread:22444 [handler.py:handle_request():146] handle_request: internal_messages
2023-11-13 16:53:18,568 DEBUG   HandlerThread:22444 [handler.py:handle_request():146] handle_request: status_report
2023-11-13 16:53:23,570 DEBUG   HandlerThread:22444 [handler.py:handle_request():146] handle_request: status_report
2023-11-13 16:53:28,571 DEBUG   HandlerThread:22444 [handler.py:handle_request():146] handle_request: status_report
2023-11-13 16:53:31,362 DEBUG   HandlerThread:22444 [handler.py:handle_request():146] handle_request: stop_status
2023-11-13 16:53:31,365 DEBUG   HandlerThread:22444 [handler.py:handle_request():146] handle_request: internal_messages
2023-11-13 16:53:31,365 DEBUG   SenderThread:22444 [sender.py:send_request():407] send_request: stop_status
2023-11-13 16:53:33,660 DEBUG   HandlerThread:22444 [handler.py:handle_request():146] handle_request: status_report
2023-11-13 16:53:38,661 DEBUG   HandlerThread:22444 [handler.py:handle_request():146] handle_request: status_report
2023-11-13 16:53:43,663 DEBUG   HandlerThread:22444 [handler.py:handle_request():146] handle_request: status_report
2023-11-13 16:53:46,196 DEBUG   SenderThread:22444 [sender.py:send():380] send: stats
2023-11-13 16:53:46,363 DEBUG   HandlerThread:22444 [handler.py:handle_request():146] handle_request: stop_status
2023-11-13 16:53:46,365 DEBUG   SenderThread:22444 [sender.py:send_request():407] send_request: stop_status
2023-11-13 16:53:46,404 DEBUG   HandlerThread:22444 [handler.py:handle_request():146] handle_request: internal_messages
2023-11-13 16:53:49,585 DEBUG   HandlerThread:22444 [handler.py:handle_request():146] handle_request: status_report
2023-11-13 16:53:54,587 DEBUG   HandlerThread:22444 [handler.py:handle_request():146] handle_request: status_report
2023-11-13 16:53:59,588 DEBUG   HandlerThread:22444 [handler.py:handle_request():146] handle_request: status_report
2023-11-13 16:54:01,363 DEBUG   HandlerThread:22444 [handler.py:handle_request():146] handle_request: stop_status
2023-11-13 16:54:01,365 DEBUG   HandlerThread:22444 [handler.py:handle_request():146] handle_request: internal_messages
2023-11-13 16:54:01,366 DEBUG   SenderThread:22444 [sender.py:send_request():407] send_request: stop_status
2023-11-13 16:54:04,632 DEBUG   HandlerThread:22444 [handler.py:handle_request():146] handle_request: status_report
2023-11-13 16:54:09,634 DEBUG   HandlerThread:22444 [handler.py:handle_request():146] handle_request: status_report
2023-11-13 16:54:14,635 DEBUG   HandlerThread:22444 [handler.py:handle_request():146] handle_request: status_report
2023-11-13 16:54:16,202 DEBUG   SenderThread:22444 [sender.py:send():380] send: stats
2023-11-13 16:54:16,362 DEBUG   HandlerThread:22444 [handler.py:handle_request():146] handle_request: stop_status
2023-11-13 16:54:16,365 DEBUG   SenderThread:22444 [sender.py:send_request():407] send_request: stop_status
2023-11-13 16:54:16,366 DEBUG   HandlerThread:22444 [handler.py:handle_request():146] handle_request: internal_messages
2023-11-13 16:54:20,630 DEBUG   HandlerThread:22444 [handler.py:handle_request():146] handle_request: status_report
2023-11-13 16:54:25,631 DEBUG   HandlerThread:22444 [handler.py:handle_request():146] handle_request: status_report
2023-11-13 16:54:30,633 DEBUG   HandlerThread:22444 [handler.py:handle_request():146] handle_request: status_report
2023-11-13 16:54:31,363 DEBUG   HandlerThread:22444 [handler.py:handle_request():146] handle_request: stop_status
2023-11-13 16:54:31,366 DEBUG   SenderThread:22444 [sender.py:send_request():407] send_request: stop_status
2023-11-13 16:54:31,404 DEBUG   HandlerThread:22444 [handler.py:handle_request():146] handle_request: internal_messages
2023-11-13 16:54:35,651 DEBUG   HandlerThread:22444 [handler.py:handle_request():146] handle_request: status_report
2023-11-13 16:54:40,652 DEBUG   HandlerThread:22444 [handler.py:handle_request():146] handle_request: status_report
2023-11-13 16:54:45,938 DEBUG   HandlerThread:22444 [handler.py:handle_request():146] handle_request: status_report
2023-11-13 16:54:46,208 DEBUG   SenderThread:22444 [sender.py:send():380] send: stats
2023-11-13 16:54:46,363 DEBUG   HandlerThread:22444 [handler.py:handle_request():146] handle_request: stop_status
2023-11-13 16:54:46,366 DEBUG   SenderThread:22444 [sender.py:send_request():407] send_request: stop_status
2023-11-13 16:54:46,367 DEBUG   HandlerThread:22444 [handler.py:handle_request():146] handle_request: internal_messages
2023-11-13 16:54:46,475 INFO    Thread-16 :22444 [dir_watcher.py:_on_file_modified():288] file/dir modified: /work3/s204148/DL02456_DDPM/wandb/run-20231113_165215-rcwstz9q/files/output.log
2023-11-13 16:54:51,625 DEBUG   HandlerThread:22444 [handler.py:handle_request():146] handle_request: status_report
2023-11-13 16:54:56,627 DEBUG   HandlerThread:22444 [handler.py:handle_request():146] handle_request: status_report
